word,phonetic,translation,definition,pos,exchange,frequency
awesome,'ɒ:sәm,"a. 引起敬畏的, 可怕的",s inspiring awe or admiration or wonder,,,6337
lesbian,'lezbiәn,a. 女同性恋的\nn. 女同性恋者,n. a female homosexual\nn. a resident of Lesbos\ns. of or relating to or characterized by homosexual relations between woman,,s:lesbians,6338
standardized,"'stændә,daizd",a. 标准化的；标准的；定型的,s. brought into conformity with a standard,,d:standardized/0:standardized/1:dp/p:standardized,6340
steering,'stiәriŋ,"n. 掌舵, 操纵, 指导",n. the act of setting and holding a course\nn. the act of steering a ship,,0:steer/1:i/i:steering,6341
deliberate,di'libәrәt,"a. 深思熟虑的, 故意的, 从容的\nv. 仔细考虑",s. carefully thought out in advance,,i:deliberating/p:deliberated/d:deliberated/3:deliberates,6343
fictional,'fikʃәnl,"a. 虚构的, 编造的, 小说式的\n[法] 拟制的, 假定的, 虚构的",a. related to or involving literary fiction,,,6344
bait,beit,"n. 饵\nvt. 以饵引诱, 欺负\nvi. 中途休息","n. anything that serves as an enticement\nn. something used to lure fish or other animals into danger so they can be trapped or killed\nv. lure, entice, or entrap with bait\nv. attack with dogs or set dogs upon",,s:baits/i:baiting/d:baited/p:baited/3:baits,6346
usage,'ju:sidʒ,"n. 用法, 使用, 习惯, 惯用法, 习惯法\n[经] 使用情况, 使用用途, 惯例",n. the customary manner in which a language (or a form of a language) is spoken or written,,s:usages,6347
novelist,'nɒvәlist,n. 小说家,n. one who writes novels,,s:novelists,6348
subscale,"'sʌb,skeil",内部[扩散]氧化物,,,s:subscales,6351
reef,ri:f,"n. 暗礁, 礁, 缩帆\nv. 缩(帆)",n. a submerged ridge of rock or coral near the surface of the water\nn. one of several strips across a sail that can be taken in or rolled up to lessen the area of the sail that is exposed to the wind\nv. lower and bring partially inboard\nv. roll up (a portion of a sail) in order to reduce its area,,s:reefs/i:reefing/d:reefed/p:reefed/3:reefs,6352
oath,әuθ,"n. 誓约, 誓言, 咒骂\n[法] 誓言, 誓约, 宣誓","n. a commitment to tell the truth (especially in a court of law); to lie under oath is to become subject to prosecution for perjury\nn. a solemn promise, usually invoking a divine witness, regarding your future acts or behavior",,s:oaths,6353
erect,i'rekt,"a. 直立的, 竖立的, 笔直的\nvt. 使竖立, 使直立, 树立, 建立\nvi. 勃起",a. upright in position or posture,,d:erected/p:erected/i:erecting/3:erects,6356
registered,'redʒistәd,"a. 注册的, 登记过的, 记名的, 挂号的\n[法] 已注册的, 已登记的, 挂号的",a. (of animals) officially recorded with or certified by a recognized breed association; especially in a stud book\na. listed or recorded officially\ns. (of a boat or vessel) furnished with necessary official documents specifying ownership etc,,0:register/1:dp/p:registered/d:registered,6357
efficiently,i'fiʃәntli,"adv. 生效, 能胜任, 有能力, 效率高, 有效",r. with efficiency; in an efficient manner,,,6358
implant,im'plɑ:nt,"vt. 深植, 灌输, 嵌入\nn. 植入物, 植入管",n. a prosthesis placed permanently in tissue\nv. fix or set securely or deeply\nv. become attached to and embedded in the uterus,,s:implants/d:implanted/p:implanted/i:implanting/3:implants,6359
deficiency,di'fiʃәnsi,"n. 缺乏, 不足\n[医] 缺乏, 不足",n the state of needing something that is absent or unavailable\nn lack of an adequate quantity or number,,s:deficiencies,6360
vintage,'vintidʒ,"n. 酒, 葡萄收获(期、量), 酿酒\nv. 采葡萄\na. 佳酿的, 古典的, 老式的",n. a season's yield of wine from a vineyard\nn. the oldness of wines,,s:vintages,6363
blur,blә:,"vt. 使模糊, 弄脏\nvi. 弄脏, 模糊",n. a hazy or indistinct representation\nv. to make less distinct or clear\nv. make dim or indistinct\nv. become vague or indistinct,,d:blurred/p:blurred/i:blurring/3:blurs/s:blurs,6364
enrollment,in'rәulmәnt,"n. 登记, 注册, 入伍\n[经] 登记, 注册",n the act of enrolling\nn the body of people (such as students) who register or enroll at the same time,,,6365
dietary,'daiәtәri,a. 饮食的\nn. 规定食物,n. a regulated daily food allowance\na. of or relating to the diet,,s:dietaries,6366
fertilizer,'fә:tilaizә,"n. 肥料, 促进发展者, 受精媒介物\n[化] 肥料",n. any substance such as manure or a mixture of nitrates used to make soil more fertile,,s:fertilizers,6367
freezing,'fri:ziŋ,"a. 冰冻的, 冷冻用的, 严寒的\n[化] 冻结; 冻结作用; 凝固; 凝固作用","n the withdrawal of heat to change something from a liquid to a solid\nv stop moving or become immobilized\nv change to ice\nv be cold\nv cause to freeze\nv stop a process or a habit by imposing a freeze on it\nv be very cold, below the freezing point\nv change from a liquid to a solid when cold\nv ",,0:freeze/1:i/i:freezing,6369
altitude,'æltitju:d,"n. 高度, 海拔, 高处\n[电] 高度",n. elevation especially above sea level or above the earth's surface\nn. the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel),,s:altitudes,6370
squint,skwint,"n. 斜视眼, 斜着\na. 斜视的\nvt. 使变斜视眼\nvi. 斜视, 倾向, 斜行","n. the act of squinting; looking with the eyes partly closed\nv. cross one's eyes as if in strabismus\nv. be cross-eyed; have a squint or strabismus\nv. partly close one's eyes, as when hit by direct blinding light",,p:squinted/i:squinting/3:squints/d:squinted/s:squints,6372
flashlight,'flæʃlait,"n. 手电筒, 闪光信号灯",n. a small portable battery-powered electric lamp,,s:flashlights,6373
urgency,'ә:dʒәnsi,"n. 紧急, 催促\n[法] 紧急, 迫切, 紧急之事",n. the state of being urgent; an earnest and insistent necessity\nn. pressing importance requiring speedy action\nn. an urgent situation calling for prompt action,,s:urgencies,6376
recruitment,ri'kru:tmәnt,"n. 新兵征召\n[医] 募集[反应], 募集[现象](生理), 复聪(耳科)",n. the act of getting recruits; enlisting people for the army (or for a job or a cause etc.),,s:recruitments,6379
handy,'hændi,"a. 便利的, 敏捷的, 容易取得的\n[化] 便于使用的; 易操作的",n. United States blues musician who transcribed and published traditional blues music (1873-1958)\ns. easy to reach\ns. easy to use\ns. skillful with the hands,,r:handier/s:handies,6380
racist,'reisist,"n. 种族主义者\n[法] 种族主义的, 种族歧视",n. a person with a prejudiced belief that one race is superior to others\ns. based on racial intolerance\ns. discriminatory especially on the basis of race or religion,,s:racists,6381
download,,"[计] 卸载, 下栽",v. transfer a file or program from a central computer to a smaller computer or to a computer at a remote location,,d:downloaded/i:downloading/p:downloaded/s:downloads/3:downloads,6382
differentiate,.difә'renʃieit,"v. 区别, 区分",v. calculate a derivative; take the derivative\nv. become different during development\nv. become distinct and acquire a different character,,d:differentiated/p:differentiated/3:differentiates/i:differentiating/s:differentiates,6387
collaborate,kә'læbәreit,"vi. 合作, 勾结\n[法] 合作, 合著, 通敌",v. work together on a common enterprise of project\nv. cooperate as a traitor,,i:collaborating/p:collaborated/d:collaborated/3:collaborates,6388
waitress,'weitris,"n. 女侍者, 女服务员",n. a woman waiter,,s:waitresses/i:waitressing/d:waitressed/3:waitresses/p:waitressed,6390
tricky,'triki,"a. 狡猾的, 机敏的",s not to be trusted\ns having concealed difficulty\ns marked by skill in deception,,r:trickier/t:trickiest,6391
elk,elk,n. 麋鹿,n. large northern deer with enormous flattened antlers in the male; called `elk' in Europe and `moose' in North America,,s:elks,6392
brazilian,brә'ziljәn,"n. 巴西人\na. 巴西的, 巴西人的",n. a native or inhabitant of Brazil\na. of or relating to or characteristic of Brazil or the people of Brazil,,s:brazilians,6393
remnant,'remnәnt,"n. 剩余, 零料, 遗迹\na. 剩余的, 残余的",n a small part or portion that remains after the main part no longer exists\nn a piece of cloth that is left over after the rest has been used or sold,,s:remnants,6394
cement,si'ment,"n. 水泥, 胶结剂\nvt. 胶合, 用水泥涂\nvi. 黏牢",n. concrete pavement is sometimes referred to as cement\nn. a building material that is a powder made of a mixture of calcined limestone and clay; used with water and sand or gravel to make concrete and mortar\nn. something that hardens to act as adhesive material\nn. any of various materials used b,,s:cements/d:cemented/p:cemented/i:cementing/3:cements,6395
morally,'mɒrәli,"adv. 道德上, 德性上, 有道德地",r. with respect to moral principles\nr. in a moral manner,,,6396
recite,ri'sait,"v. 背诵, 朗读, 叙述","v. repeat aloud from memory\nv. render verbally, ""recite a poem""",,i:reciting/p:recited/d:recited/3:recites,6397
communal,'kɒmjunәl,"a. 公有的, 公社的\n[法] 公共的, 自治体的, 巴黎公社的",s. for or by a group rather than individuals\na. relating to a small administrative district or community,,,6398
situate,'sitjueit,"vt. 使位于, 使处于","v. determine or indicate the place, site, or limits of, as if by an instrument or by a survey\nv. put (something somewhere) firmly",,d:situated/3:situates/i:situating/p:situated,6400
unemployed,.ʌnim'plɒid,"a. 失业的, 未被利用的\n[经] 没有被雇用的, 失业的, 没有被利用的",a. not engaged in a gainful occupation,,,6402
cuisine,kwi:'zi:n,"n. 烹调风格, 烹调法, 烹饪, 厨房",n. the practice or manner of preparing food or the food so prepared,,s:cuisines,6403
thinker,'θiŋkә,"n. 思想者, 思想家",n. an important intellectual\nn. someone who exercises the mind (usually in an effort to reach a decision),,s:thinkers,6405
expanding,iks'pændiŋ,[机] 扩张工作,"v extend in one or more directions\nv become larger in size or volume or quantity\nv make bigger or wider in size, volume, or quantity\nv grow vigorously\nv exaggerate or make bigger\nv add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing\n",,0:expand/1:i/i:expanding,6406
wrestle,'resl,"n. 摔跤, 角力, 扭斗\nvi. 摔跤, 搏斗, 斗争, 斟酌\nvt. 与(对手)摔跤","n. the act of engaging in close hand-to-hand combat\nv. combat to overcome an opposing tendency or force\nv. engage in deep thought, consideration, or debate\nv. engage in a wrestling match",,p:wrestled/i:wrestling/d:wrestled/3:wrestles,6407
underestimate,.ʌndәr'estimeit,"n. 低估\nvt. 低估, 看轻",n. an estimation that is too low; an estimate that is less than the true or actual value\nv. make too low an estimate of,,d:underestimated/i:underestimating/p:underestimated/3:underestimates/s:underestimates,6410
bacon,'beikәn,n. 熏猪肉\n[机] 腌肉,n. back and sides of a hog salted and dried or smoked; usually sliced thin and fried\nn. English scientist and Franciscan monk who stressed the importance of experimentation; first showed that air is required for combustion and first used lenses to correct vision (1220-1292)\nn. English statesman an,,s:bacons,6412
maturity,mә'tjuәriti,"n. 成熟, 完备, 到期\n[医] 成熟, 成熟期, 发育期",n. state of being mature; full development\nn. the date on which an obligation must be repaid,,s:maturities,6413
devastate,'devәsteit,"vt. 毁坏\n[法] 使荒废, 毁灭, 掠夺",v. overwhelm or overpower,,d:devastated/p:devastated/i:devastating/3:devastates/s:devastates,6414
clause,klɒ:z,"n. 子句, 条款\n[计] 子句",n. (grammar) an expression including a subject and predicate but not constituting a complete sentence,,s:clauses,6415
navigate,'nævigeit,"vi. 航行\nvt. 航行于, 驾驶, 操纵, 使通过","v. act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance\nv. direct carefully and safely",,i:navigating/p:navigated/d:navigated/3:navigates,6416
committed,,a. 献身于某种事业的\n[计] 委托的,"a. bound or obligated, as under a pledge to a particular cause, action, or attitude",,0:commit/1:dp/d:committed/p:committed/s:committeds,6417
collaborative,kә'læbәreitiv,"a. 合作的, 协作的",s. accomplished by collaboration,,,6418
robust,rәu'bʌst,"a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的\n[计] 健壮性","a. sturdy and strong in form, constitution, or construction\ns. strong enough to withstand or overcome intellectual challenges or adversity\ns. rough and crude",,r:robuster,6419
mama,'mɑ:mә,n. 妈妈,n. a name under which Ninkhursag was worshipped,,s:mamas,6423
parlor,'pɑ:lә,"n. 客厅, 会客室, 小店\na. 客厅的",n. reception room in an inn or club where visitors can be received,,s:parlors,6423
bulletin,'bulitin,"n. 公告, 布告, 公报\n[电] 电子布告栏",n. a brief report (especially an official statement issued for immediate publication or broadcast)\nv. make public by bulletin,,s:bulletins/i:bulletining/p:bulletined/3:bulletins/d:bulletined,6424
ecology,i:'kɒlәdʒi,"n. 生态学, 社会生态学\n[化] 生态学",n. the environment as it relates to living organisms\nn. the branch of biology concerned with the relations between organisms and their environment,,s:ecologies,6425
northwestern,.nɒ:θ'westәn,"a. 在西北部的, 西北方的, 来自西北的",s. situated in or oriented toward the northwest\ns. of a region of the United States generally including Washington; Oregon; Idaho; and sometimes Montana; Wyoming,,,6427
deployment,,[计] 展开,n. the distribution of forces in preparation for battle or work,,s:deployments,6428
accessory,әk'sesәri,"n. 附件, 零件, 附加物, 从犯, 同谋\na. 附属的, 补充的, 同谋的, 帮凶的, 非主要的, 副的\n[计] 附件","n. clothing that is worn or carried, but not part of your main clothing\nn. a supplementary component that improves capability\nn. someone who helps another person commit a crime\ns. furnishing added support",,s:accessories,6429
terrace,'terәs,"n. 阶地, 梯田, 房屋之平顶, 阳台, 沿岸防地, 露台\na. 叠层式的\nvt. 使成梯田, 使成有平台屋顶",n. a level shelf of land interrupting a declivity (with steep slopes above and below)\nn. a row of houses built in a similar style and having common dividing walls (or the street on which they face)\nv. provide (a house) with a terrace\nv. make into terraces as for cultivation,,s:terraces/i:terracing/p:terraced/3:terraces/d:terraced,6431
